reading_id,timestamp,system_id,collected_by,collection_method,conductivity,ph,total_hardness,m_alkalinity,chloride,free_halogen,inhibitor_ppm,iron,sulfite,nitrite,microbio_dipslide,units,notes
RD-00861,6/5/26 0:00,SYS-0016,BMS export,bms,2.99,8.7,,,,,,,,,,cond=mS/cm,
RD-00862,6/5/26 0:00,SYS-0017,BMS export,bms,3.04,8.6,,,,,,,,,,cond=mS/cm,
RD-00863,2026-06-05 08:30,SYS-0041,Jenn Fowler,field,2630.0,11.1,0.5,547.0,,,,0.4,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00864,2026-06-05 12:30,SYS-0013,Kyle Bishop,field,2545.0,9.5,,,,,222.0,0.22,,,,cond=uS/cm;moly=ppm,
RD-00865,2026-06-05 12:50,SYS-0011,Kyle Bishop,field,3176.0,11.1,0.4,689.0,,,,0.32,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00866,2026-06-05 13:15,SYS-0012,Kyle Bishop,field,1580.0,8.6,388.0,,213.0,0.53,10.5,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00867,2026-06-05 15:20,SYS-0042,Jenn Fowler,field,1422,8.6,403.0,,158.0,0.29,10.8,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00868,6/6/26 0:00,SYS-0014,BMS export,bms,2.86,8.5,,,,,,,,,,cond=mS/cm,
RD-00869,6/6/26 0:00,SYS-0015,BMS export,bms,2.83,,,,,,,,,,,cond=mS/cm,
RD-00870,6/6/26 0:00,SYS-0016,BMS export,bms,2.86,,,,,,,,,,,cond=mS/cm,
RD-00871,6/6/26 0:00,SYS-0017,BMS export,bms,3.0,,,,,,,,,,,cond=mS/cm,
RD-00872,6/7/26 0:00,SYS-0014,BMS export,bms,2.84,8.6,,,,,,,,,,cond=mS/cm,
RD-00873,6/7/26 0:00,SYS-0015,BMS export,bms,2.87,8.7,,,,,,,,,,cond=mS/cm,
RD-00874,6/7/26 0:00,SYS-0016,BMS export,bms,0.0,8.8,,,,,,,,,,cond=mS/cm,
RD-00875,6/7/26 0:00,SYS-0017,BMS export,bms,2.85,8.8,,,,,,,,,,cond=mS/cm,
RD-00876,6/8/26 0:00,SYS-0014,BMS export,bms,2.65,8.5,,,,,,,,,,cond=mS/cm,
RD-00877,6/8/26 0:00,SYS-0015,BMS export,bms,2.8,8.6,,,,,,,,,,cond=mS/cm,
RD-00878,6/8/26 0:00,SYS-0016,BMS export,bms,2.94,8.7,,,,,,,,,,cond=mS/cm,
RD-00879,6/8/26 0:00,SYS-0017,BMS export,bms,2.92,8.7,,,,,,,,,,cond=mS/cm,
RD-00880,2026-06-08 08:10,SYS-0004,Jenn Fowler,field,1427.0,8.6,289.0,,162.0,0.29,9.8,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00881,2026-06-08 08:20,SYS-0001,Jenn Fowler,field,2644.0,11.3,0.8,,,,,0.11,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00882,2026-06-08 10:40,SYS-0040,Dale Hardy,field,2750.0,11.2,0.7,629.0,,,,0.42,23.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00883,2026-06-08 10:50,SYS-0005,Jenn Fowler,field,2241.0,9.5,,,,,,0.15,,967.0,,cond=uS/cm;nitrite=ppm,
RD-00884,2026-06-08 12:10,SYS-0002,Jenn Fowler,field,3386.0,10.9,0.9,575.0,,,,0.22,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00885,2026-06-08 14:45,SYS-0003,Jenn Fowler,field,1538.0,8.8,367.0,,158.0,0.51,10.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00886,6/9/26 0:00,SYS-0014,BMS export,bms,2.95,8.6,,,,,,,,,,cond=mS/cm,
RD-00887,6/9/26 0:00,SYS-0015,BMS export,bms,2.95,,,,,,,,,,,cond=mS/cm,
RD-00888,6/9/26 0:00,SYS-0016,BMS export,bms,3.15,,,,,,,,,,,cond=mS/cm,
RD-00889,6/9/26 0:00,SYS-0017,BMS export,bms,2.96,8.7,,,,,,,,,,cond=mS/cm,
RD-00890,2026-06-09 08:15,SYS-0008,Marcus Webb,field,2850.0,9.6,,,,,,0.09,,887.0,,cond=uS/cm;nitrite=ppm,
RD-00891,2026-06-09 08:30,SYS-0010,Marcus Webb,field,1593.0,8.4,375.0,,101.0,0.49,13.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00892,2026-06-09 10:00,BONF-CLF-B1,Central Analytical,lab,2.77,11.14,0.1,622,199,,,0.38,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00893,2026-06-09 10:00,BONF-OGD-B2,Central Analytical,lab,2.76,10.71,0.3,618,236,,,0.25,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00894,2026-06-09 10:00,CLPK-B1,Central Analytical,lab,2.84,11.06,1.1,661,121,,,0.24,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00895,2026-06-09 10:00,MRMC-B1,Central Analytical,lab,2.92,11.06,0.6,655,250,,,0.34,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00896,2026-06-09 10:00,SALT-HP1,Central Analytical,lab,1.08,10.19,0.4,258,156,,,0.31,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00897,2026-06-09 10:00,SALT-HP2,Central Analytical,lab,1.26,10.48,0.3,320,184,,,0.16,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00898,2026-06-09 14:00,SYS-0006,Marcus Webb,field,3412.0,10.7,1.0,,,,,0.77,23.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00899,2026-06-09 15:00,SYS-0007,Marcus Webb,field,1667.0,8.4,325.0,,190.0,0.69,10.2,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00900,2026-06-09 15:00,SYS-0009,Marcus Webb,field,2758.0,11.0,0.5,582.0,,,,0.4,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00901,2026-06-09 15:15,SYS-0051,Dale Hardy,field,2752.0,11.0,0,712.0,,,,0.41,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00902,6/10/26 0:00,SYS-0014,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-00903,6/10/26 0:00,SYS-0015,BMS export,bms,2.86,8.5,,,,,,,,,,cond=mS/cm,
RD-00904,6/10/26 0:00,SYS-0016,BMS export,bms,2.85,,,,,,,,,,,cond=mS/cm,
RD-00905,6/10/26 0:00,SYS-0017,BMS export,bms,2.93,8.6,,,,,,,,,,cond=mS/cm,
RD-00906,2026-06-10 08:00,SYS-0039,Tomas Rivera,field,2735.0,9.5,,,,,,0.39,,1242.0,,cond=uS/cm;nitrite=ppm,
RD-00907,2026-06-10 08:45,SYS-0028,Tomas Rivera,field,1470.0,9.0,408.0,,185.0,0.89,10.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00908,2026-06-10 09:10,SYS-0037,Tomas Rivera,field,2714.0,11.0,1.0,,,,,0.18,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00909,2026-06-10 09:15,SYS-0038,Tomas Rivera,field,1426.0,8.6,417.0,,225.0,0.74,10.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00910,2026-06-10 10:50,SYS-0036,Tomas Rivera,field,2871.0,10.9,0.9,753.0,,,,0.16,37.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00911,2026-06-10 11:30,SYS-0027,Tomas Rivera,field,2504.0,11.0,0.7,607.0,,,,0.39,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00912,2026-06-10 13:10,SYS-0021,Marcus Webb,field,2764.0,11.3,0.7,699.0,,,,0.46,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00913,2026-06-10 13:45,SYS-0019,Marcus Webb,field,2455.0,9.7,,,,,,1.0,,610,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-00914,2026-06-10 13:45,SYS-0029,Tomas Rivera,field,2978.0,9.1,,,,,223.0,0.1,,,,cond=uS/cm;moly=ppm,
RD-00915,2026-06-10 14:50,SYS-0020,Marcus Webb,field,1478.0,8.6,396.0,,193.0,0.53,9.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00916,6/11/26 0:00,SYS-0014,BMS export,bms,2.73,,,,,,,,,,,cond=mS/cm,
RD-00917,6/11/26 0:00,SYS-0015,BMS export,bms,2.88,,,,,,,,,,,cond=mS/cm,
RD-00918,6/11/26 0:00,SYS-0016,BMS export,bms,2.89,8.5,,,,,,,,,,cond=mS/cm,
RD-00919,6/11/26 0:00,SYS-0017,BMS export,bms,2.97,8.6,,,,,,,,,,cond=mS/cm,
RD-00920,2026-06-11 09:00,SYS-0016,Jenn Fowler,field,2775.0,8.6,407.0,,250.0,0.94,14.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00921,2026-06-11 09:10,SYS-0017,Jenn Fowler,field,3023.0,9.1,344.0,,201.0,0.56,14.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00922,2026-06-11 09:45,SYS-0026,Dale Hardy,field,1568.0,8.5,19.2,,150.0,0.62,8.1,,,,10^3,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00923,2026-06-11 09:50,SYS-0030,Dale Hardy,field,2675.0,91.2,,,,,,0.19,,997.0,,cond=uS/cm;nitrite=ppm,
RD-00924,2026-06-11 10:10,SYS-0031,Dale Hardy,field,1721.0,8.7,25.1,,170.0,0.82,11.1,,,,10^2,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00925,2026-06-11 12:15,SYS-0025,Dale Hardy,field,2984.0,11.2,0.5,737.0,,,,0.19,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00926,2026-06-11 15:00,SYS-0015,Jenn Fowler,field,3049.0,8.9,330.0,,236,0.7,17.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00927,2026-06-11 15:00,SYS-0018,Jenn Fowler,field,2746.0,9.1,,,,,261.0,0.13,,,,cond=uS/cm;moly=ppm,
RD-00928,2026-06-11 15:15,SYS-0014,Jenn Fowler,field,3120.0,8.7,473.0,,217.0,0.53,13.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00929,6/12/26 0:00,SYS-0014,BMS export,bms,2.77,,,,,,,,,,,cond=mS/cm,
RD-00930,6/12/26 0:00,SYS-0015,BMS export,bms,2.89,8.8,,,,,,,,,,cond=mS/cm,
RD-00931,6/12/26 0:00,SYS-0016,BMS export,bms,2.99,8.5,,,,,,,,,,cond=mS/cm,
RD-00932,6/12/26 0:00,SYS-0017,BMS export,bms,2.93,8.7,,,,,,,,,,cond=mS/cm,
RD-00933,2026-06-12 10:10,SYS-0011,Kyle Bishop,field,2961.0,10.8,0.3,,,,,0.51,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00934,2026-06-12 10:40,SYS-0019,Marcus Webb,field,2704.0,9.6,,,,,,0.97,,560,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-00935,2026-06-12 10:45,SYS-0041,Jenn Fowler,field,2681.0,11.0,0.2,865.0,,,,0.41,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00936,2026-06-12 11:30,SYS-0013,Kyle Bishop,field,2696.0,9.7,,,,,263.0,0.05,,,,cond=uS/cm;moly=ppm,
RD-00937,2026-06-12 12:40,SYS-0042,Jenn Fowler,field,1446,8.7,417.0,,171.0,0.78,9.4,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00938,2026-06-12 15:50,SYS-0012,Kyle Bishop,field,1798.0,8.6,428.0,,210.0,0.46,10.8,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00939,6/13/26 0:00,SYS-0014,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-00940,6/13/26 0:00,SYS-0015,BMS export,bms,2.67,8.9,,,,,,,,,,cond=mS/cm,
RD-00941,6/13/26 0:00,SYS-0016,BMS export,bms,3.01,8.8,,,,,,,,,,cond=mS/cm,
RD-00942,6/13/26 0:00,SYS-0017,BMS export,bms,3.05,8.6,,,,,,,,,,cond=mS/cm,
RD-00943,6/14/26 0:00,SYS-0014,BMS export,bms,2.86,,,,,,,,,,,cond=mS/cm,
RD-00944,6/14/26 0:00,SYS-0015,BMS export,bms,2.91,8.7,,,,,,,,,,cond=mS/cm,
RD-00945,6/14/26 0:00,SYS-0016,BMS export,bms,2.99,,,,,,,,,,,cond=mS/cm,
RD-00946,6/14/26 0:00,SYS-0017,BMS export,bms,2.84,,,,,,,,,,,cond=mS/cm,
RD-00947,6/15/26 0:00,SYS-0014,BMS export,bms,2.78,8.7,,,,,,,,,,cond=mS/cm,
RD-00948,6/15/26 0:00,SYS-0015,BMS export,bms,3.03,8.7,,,,,,,,,,cond=mS/cm,
RD-00949,6/15/26 0:00,SYS-0016,BMS export,bms,2.99,8.9,,,,,,,,,,cond=mS/cm,
RD-00950,6/15/26 0:00,SYS-0017,BMS export,bms,2.88,,,,,,,,,,,cond=mS/cm,
RD-00951,2026-06-15 08:00,SYS-0002,Tomas Rivera,field,3047.0,11.0,1.0,793.0,,,,0.26,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00952,2026-06-15 08:50,SYS-0032,Kyle Bishop,field,1235.0,10.2,0.8,322.0,,,,0.45,41.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00953,2026-06-15 11:20,SYS-0034,Kyle Bishop,field,1552.0,8.5,444.0,,171.0,0.67,14.2,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00954,2026-06-15 14:20,SYS-0033,Kyle Bishop,field,1221.0,10.4,0.8,360.0,,,,0.21,44.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00955,2026-06-15 15:00,SYS-0005,Tomas Rivera,field,3129.0,9.6,,,,,,0.19,,873.0,,cond=uS/cm;nitrite=ppm,
RD-00956,2026-06-15 15:10,SYS-0004,Tomas Rivera,field,1159.0,8.5,382.0,,195.0,0.21,9.3,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00957,2026-06-15 15:15,SYS-0003,Tomas Rivera,field,1664.0,8.3,505.0,,88.0,0.58,10.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00958,2026-06-15 15:40,SYS-0001,Tomas Rivera,field,3067.0,11.1,1.1,639.0,,,,0.27,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00959,6/16/26 0:00,SYS-0014,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-00960,6/16/26 0:00,SYS-0015,BMS export,bms,2.83,8.7,,,,,,,,,,cond=mS/cm,
RD-00961,6/16/26 0:00,SYS-0016,BMS export,bms,2.82,8.5,,,,,,,,,,cond=mS/cm,
RD-00962,6/16/26 0:00,SYS-0017,BMS export,bms,3.01,8.5,,,,,,,,,,cond=mS/cm,
RD-00963,2026-06-16 10:10,SYS-0047,Tomas Rivera,field,2892.0,11.1,0,794.0,,,,0.4,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00964,2026-06-16 10:15,SYS-0008,Marcus Webb,field,3088.0,9.4,,,,,,0.15,,1040.0,,cond=uS/cm;nitrite=ppm,
RD-00965,2026-06-16 10:30,SYS-0043,Marcus Webb,field,1543.0,8.6,416.0,,193.0,0.71,10.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00966,2026-06-16 11:15,SYS-0007,Marcus Webb,field,1626.0,8.6,394.0,,122.0,0.46,12.5,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00967,2026-06-16 11:15,SYS-0048,Tomas Rivera,field,1520.0,8.4,420.0,,204.0,0.84,10.4,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00968,2026-06-16 12:20,SYS-0044,Marcus Webb,field,2951.0,9.3,,,,,226.0,0.19,,,,cond=uS/cm;moly=ppm,
RD-00969,2026-06-16 14:15,SYS-0006,Marcus Webb,field,3163.0,11.3,0.7,,,,,1.06,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00970,6/17/26 0:00,SYS-0014,BMS export,bms,3.05,,,,,,,,,,,cond=mS/cm,
RD-00971,6/17/26 0:00,SYS-0015,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-00972,6/17/26 0:00,SYS-0016,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-00973,6/17/26 0:00,SYS-0017,BMS export,bms,2.97,8.6,,,,,,,,,,cond=mS/cm,
RD-00974,2026-06-17 09:00,SYS-0029,Tomas Rivera,field,2777.0,9.6,,,,,230.0,0.15,,,,cond=uS/cm;moly=ppm,
RD-00975,2026-06-17 09:15,SYS-0028,Tomas Rivera,field,1525.0,8.7,458.0,,252.0,0.61,12.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00976,2026-06-17 14:50,SYS-0027,Tomas Rivera,field,3074.0,10.6,0.9,605.0,,,,0.39,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00977,6/18/26 0:00,SYS-0014,BMS export,bms,2.83,8.9,,,,,,,,,,cond=mS/cm,
RD-00978,6/18/26 0:00,SYS-0015,BMS export,bms,2.83,8.6,,,,,,,,,,cond=mS/cm,
RD-00979,6/18/26 0:00,SYS-0016,BMS export,bms,2.99,8.5,,,,,,,,,,cond=mS/cm,
RD-00980,6/18/26 0:00,SYS-0017,BMS export,bms,2.74,,,,,,,,,,,cond=mS/cm,
RD-00981,2026-06-18 09:15,SYS-0014,Tomas Rivera,field,3065.0,8.6,310.0,,271.0,0.45,16.5,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00982,2026-06-18 09:50,SYS-0046,Dale Hardy,field,2921.0,11.1,0.8,683.0,,,,0.4,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00983,2026-06-18 10:10,SYS-0017,Tomas Rivera,field,2820.0,8.8,447.0,,227.0,0.44,15.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00984,2026-06-18 12:50,SYS-0016,Tomas Rivera,field,2860.0,8.6,405.0,,273.0,0.8,15.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00985,2026-06-18 15:45,SYS-0015,Tomas Rivera,field,2871.0,8.8,464.0,,260,0.73,13.4,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00986,2026-06-18 15:45,SYS-0018,Tomas Rivera,field,2684.0,9.1,,,,,273.0,0.16,,,,cond=uS/cm;moly=ppm,
RD-00987,6/19/26 0:00,SYS-0014,BMS export,bms,2.93,8.7,,,,,,,,,,cond=mS/cm,
RD-00988,6/19/26 0:00,SYS-0015,BMS export,bms,2.83,,,,,,,,,,,cond=mS/cm,
RD-00989,6/19/26 0:00,SYS-0016,BMS export,bms,2.96,,,,,,,,,,,cond=mS/cm,
RD-00990,6/19/26 0:00,SYS-0017,BMS export,bms,3.12,8.8,,,,,,,,,,cond=mS/cm,
RD-00991,2026-06-19 10:40,SYS-0041,Tomas Rivera,field,2719.0,10.8,0.5,746.0,,,,0.38,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00992,2026-06-19 12:00,SYS-0013,Kyle Bishop,field,3028.0,9.9,,,,,274.0,0.18,,,,cond=uS/cm;moly=ppm,
RD-00993,2026-06-19 12:45,SYS-0011,Kyle Bishop,field,3010.0,11.0,0.4,644.0,,,,0.31,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00994,2026-06-19 13:30,SYS-0042,Tomas Rivera,field,1561,8.4,518.0,,119.0,0.71,10.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00995,2026-06-19 14:40,SYS-0012,Kyle Bishop,field,1595.0,8.5,381.0,,193.0,0.65,10.3,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00996,6/20/26 0:00,SYS-0014,BMS export,bms,2.97,8.7,,,,,,,,,,cond=mS/cm,
RD-00997,6/20/26 0:00,SYS-0015,BMS export,bms,2.92,,,,,,,,,,,cond=mS/cm,
RD-00998,6/20/26 0:00,SYS-0016,BMS export,bms,2.89,,,,,,,,,,,cond=mS/cm,
RD-00999,6/20/26 0:00,SYS-0017,BMS export,bms,3.0,8.7,,,,,,,,,,cond=mS/cm,
RD-01000,6/21/26 0:00,SYS-0014,BMS export,bms,2.8,8.8,,,,,,,,,,cond=mS/cm,
RD-01001,6/21/26 0:00,SYS-0015,BMS export,bms,2.99,8.7,,,,,,,,,,cond=mS/cm,
RD-01002,6/21/26 0:00,SYS-0016,BMS export,bms,2.86,,,,,,,,,,,cond=mS/cm,
RD-01003,6/21/26 0:00,SYS-0017,BMS export,bms,2.95,,,,,,,,,,,cond=mS/cm,
RD-01004,6/22/26 0:00,SYS-0014,BMS export,bms,2.91,,,,,,,,,,,cond=mS/cm,
RD-01005,6/22/26 0:00,SYS-0015,BMS export,bms,2.75,8.7,,,,,,,,,,cond=mS/cm,
RD-01006,6/22/26 0:00,SYS-0016,BMS export,bms,3.05,,,,,,,,,,,cond=mS/cm,
RD-01007,6/22/26 0:00,SYS-0017,BMS export,bms,3.17,,,,,,,,,,,cond=mS/cm,
RD-01008,2026-06-22 08:30,SYS-0004,Tomas Rivera,field,1507.0,8.6,439.0,,153.0,0.24,10.7,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01009,2026-06-22 12:45,SYS-0005,Tomas Rivera,field,2819.0,9.3,,,,,,0.27,,1155.0,,cond=uS/cm;nitrite=ppm,
RD-01010,2026-06-22 13:50,SYS-0003,Tomas Rivera,field,1755.0,8.7,532.0,,209.0,0.56,13.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01011,2026-06-22 14:20,SYS-0001,Tomas Rivera,field,2983.0,11.1,0.5,730.0,,,,0.16,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01012,2026-06-22 15:10,SYS-0040,Dale Hardy,field,2871.0,11.1,0.3,620.0,,,,0.33,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01013,2026-06-22 15:50,SYS-0002,Tomas Rivera,field,2806.0,11.2,0.4,468.0,,,,0.56,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01014,6/23/26 0:00,SYS-0014,BMS export,bms,2.84,,,,,,,,,,,cond=mS/cm,
RD-01015,6/23/26 0:00,SYS-0015,BMS export,bms,2.82,8.7,,,,,,,,,,cond=mS/cm,
RD-01016,6/23/26 0:00,SYS-0016,BMS export,bms,3.18,,,,,,,,,,,cond=mS/cm,
RD-01017,6/23/26 0:00,SYS-0017,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-01018,2026-06-23 08:30,SYS-0009,Marcus Webb,field,2771.0,11.2,0,658.0,,,,0.22,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01019,2026-06-23 09:00,SYS-0007,Marcus Webb,field,1471.0,8.5,360.0,,196.0,0.76,9.2,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01020,2026-06-23 12:50,SYS-0008,Marcus Webb,field,2824.0,9.4,,,,,,0.34,,985.0,,cond=uS/cm;nitrite=ppm,
RD-01021,2026-06-23 13:10,SYS-0010,Marcus Webb,field,1701.0,8.9,420.0,,124.0,0.36,12.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01022,2026-06-23 14:15,SYS-0006,Marcus Webb,field,2567.0,11.2,1.5,634.0,,,,1.1,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01023,6/24/26 0:00,SYS-0014,BMS export,bms,3.04,8.8,,,,,,,,,,cond=mS/cm,
RD-01024,6/24/26 0:00,SYS-0015,BMS export,bms,2.87,9.0,,,,,,,,,,cond=mS/cm,
RD-01025,6/24/26 0:00,SYS-0016,BMS export,bms,2.92,8.6,,,,,,,,,,cond=mS/cm,
RD-01026,6/24/26 0:00,SYS-0017,BMS export,bms,2.9,,,,,,,,,,,cond=mS/cm,
RD-01027,2026-06-24 09:15,SYS-0029,Tomas Rivera,field,3018.0,9.7,,,,,222.0,0.31,,,,cond=uS/cm;moly=ppm,
RD-01028,2026-06-24 09:40,SYS-0038,Tomas Rivera,field,1534.0,8.7,393.0,,216.0,0.74,10.8,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01029,2026-06-24 11:40,SYS-0028,Tomas Rivera,field,1473.0,9.0,348.0,,183.0,0.6,9.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01030,2026-06-24 12:00,SYS-0037,Tomas Rivera,field,2896.0,11.2,0.9,613.0,,,,0.32,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01031,2026-06-24 12:45,SYS-0019,Marcus Webb,field,2754.0,9.0,,,,,,0.77,,530,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-01032,2026-06-24 13:15,SYS-0050,Tomas Rivera,field,1424.0,9.0,435.0,,168.0,0.92,10.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
